p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19
-0.21991324,0.33715168,0.8976746,1.1376594,-0.13970801,0.018432941,0.24769537,0.5279882,-0.7434994,-0.5347863,0.3799821,-0.5083151,0.015374048,0.73872507,0.056404065,-0.5654019,-0.16442811,-1.3405567,-0.9939697,-0.89026475
-0.24736239,0.62478715,0.8620075,0.90761673,-0.06655342,-0.094102606,0.23369746,0.58178014,-0.7966469,-0.5294815,0.52784103,-0.45059636,0.15272735,0.25705013,0.2079016,-0.6396238,0.0048550586,-1.0361518,-1.3016652,-0.91609865
-0.15659462,0.33703256,0.7593132,0.84663904,0.0444797,-0.047859233,0.11820137,0.51968735,-0.7536451,-0.44817832,0.5298294,-0.41358766,-0.1678309,0.65099317,0.013369068,-0.66591245,0.10512308,-0.975068,-1.0696049,-0.67076683
-0.12081527,0.37620336,0.85194385,0.88708043,0.0047830967,-0.027485048,0.13795322,0.5756342,-0.8254531,-0.419984,0.59506935,-0.2937537,0.12187178,0.38565916,0.07528562,-0.56210184,-0.020171376,-1.0485926,-1.082588,-0.9302814
0.05154526,0.06373323,0.45113525,-0.038144078,-0.35238245,-0.16211893,0.1454337,1.0423057,-0.92343503,-0.007923819,1.135426,-0.11758523,0.7625397,0.052442137,0.22503972,-0.35675845,1.0551385,-0.62011015,-0.44588742,-0.84041286
-0.75498676,0.12568898,1.8687006,1.1701454,-1.0345256,0.5977847,-0.08956975,0.2587913,-0.8013196,-0.7305216,0.4379107,0.3171112,0.41589278,1.7047807,2.3438559,-0.68610996,-0.19353087,-1.5040128,1.2993263,-2.9264348
0.37664986,-0.3718245,0.6034564,0.32858527,-0.18954024,-0.25207877,-0.42793122,0.64715916,-0.46935245,0.40796608,0.96396464,0.97369206,-0.06433027,0.36841828,0.43409905,-0.7613119,1.6391668,-0.6297406,-0.84832716,-1.639837
-1.0929906,-0.49141768,1.116136,-0.54264545,-0.031112073,0.07554521,0.09630707,0.44283453,-0.6130262,-0.33414853,0.15538366,0.4478397,1.0381227,0.61139923,-0.26650497,0.6926312,1.1556218,-0.7568579,-0.8431767,-0.075736865
-0.84974295,-0.7766229,1.2177162,0.058530167,-0.058209073,0.084020086,-0.092310674,0.04232165,-0.7393286,-0.052918456,0.38454694,0.5243032,0.8827856,0.7546303,-0.26380685,0.9071011,1.1741531,-0.71736825,-0.5681247,0.1786178
-1.05951,-0.37562728,0.7362612,-1.0168995,0.32325658,0.1485731,0.5838092,1.1286935,-0.027270582,-0.016111271,0.7187519,0.09345678,1.2027978,0.04982101,0.054787636,0.62541467,2.0760949,-0.46474046,-0.5932817,-0.50445384
-0.7379131,-0.4874373,0.6139846,-0.9834336,-0.12787974,0.14715064,0.7175571,0.7498299,-0.5174936,0.36845183,0.3867701,0.42610657,1.409249,0.17037821,0.5747523,0.44773442,2.249897,-0.124886505,-0.05681896,-0.14925373
-0.6361899,-0.46702418,0.41370195,-0.99614817,-0.4469375,0.2652007,0.7167807,1.0813767,-0.30065882,0.35405988,0.16511495,0.39348465,1.1453221,0.023990521,0.8293254,0.24835831,2.1292284,-0.1100497,-0.36691937,-0.14505516
-0.62703955,-0.40688825,0.39772424,-1.1766253,-0.27579406,0.43149388,0.6842477,0.85074353,-0.39571136,0.5626405,0.62594384,0.51040757,1.4165444,0.21596724,0.7479138,0.4886139,1.8038273,-0.23042236,-0.19839671,-0.15024433
-0.60201377,-0.23567306,0.61845225,-1.0956454,-0.44011593,0.14608221,0.45401698,0.79849,-0.66472167,0.37679243,0.15787768,0.9129076,1.4624796,0.29919872,0.5236361,0.46914437,1.7925272,-0.12948897,-0.44808713,0.037972674
-0.6243094,-0.3058196,0.384323,-1.0152836,-0.31351122,0.08677365,1.0174439,0.8235522,-0.31631422,0.47908443,0.29451597,0.33413184,1.069889,0.16564938,0.72112805,0.20900273,2.015923,-0.28123072,0.07607726,-0.20562823
-1.1919962,-0.22245592,0.7414732,-1.1389998,0.13469519,0.3868043,0.4956406,0.9380013,-0.114658065,0.062151518,0.70403737,0.20964195,1.1600299,0.13677248,0.2648221,0.74205613,1.9793793,-0.51095295,-0.6447719,-0.42921177
-0.5155183,-0.4274457,0.57032317,-1.0836775,0.024439538,0.057722494,0.90844166,0.86112124,-0.48180202,0.44204602,0.41251448,0.48213118,1.1063503,0.13648023,0.717457,0.41112083,2.080982,-0.37477714,-0.21102916,-0.23435783
-0.15019624,-0.62068397,0.81142855,-1.4234345,-0.64364743,-0.6640892,0.3976073,0.561266,-0.3785525,0.9670888,1.113938,0.3592703,0.97046727,0.50880855,1.0869797,1.1403203,1.5385383,0.2278662,0.30279908,-0.23226741
-0.4388239,-0.43998796,0.5165176,-0.9424866,-0.21216139,0.19127624,0.5211544,0.7483372,-0.43753624,0.39960474,0.42284742,0.46294066,1.3531246,-0.028806673,0.7896841,0.47687563,2.0850084,-0.11962626,-0.24234846,-0.15201889
-0.602459,-0.3506386,0.21638732,-0.9733835,-0.22694175,0.32794017,0.89365256,0.70147663,-0.5674302,0.43956113,0.20509845,0.41333494,1.1727298,0.17063919,0.7862986,0.44821212,2.0654497,-0.19836399,-0.2755917,-0.19579001
-0.64776903,-0.631061,0.37490708,-0.92832345,-0.1357921,0.22402763,0.67560154,0.65752375,-0.5861409,0.60928196,0.25773987,0.5702445,1.1351371,-0.038837448,0.74889237,0.5583123,2.0387306,-0.0938127,-0.19015579,-0.25027648
-0.98803854,-0.47433594,0.671641,-1.0414466,0.22129343,0.22513373,0.58595574,1.0937189,-0.08348141,0.11986173,0.752982,0.18076937,1.2492615,0.2456194,0.18631293,0.63482815,2.0548542,-0.5732632,-0.5656477,-0.5228039
-0.6289781,-0.9030087,1.3692291,0.012312029,0.042529978,-0.296788,-0.64005655,0.30615908,-0.24397261,-0.038045086,0.2984866,0.5403109,0.9467327,-0.0035206855,-0.5843583,0.90459037,1.0648409,-0.84373224,-0.86810315,0.30799496
-0.93291086,-0.6453969,1.3456968,-0.42607704,0.4109079,-0.005320056,-0.47515598,0.69666463,-0.0030776544,-0.43506926,0.12254753,0.5130564,1.1052588,0.09954733,-0.35956758,0.9921376,1.1364609,-0.81790215,-0.9455797,-0.03648342
-1.5779445,-0.39101905,-0.43034095,0.51940835,0.26423168,-0.5256055,1.5314116,0.20688315,-1.2385657,-0.070113204,1.054688,0.44751617,-0.37780204,-0.38002995,0.42549974,0.19981688,-0.38627872,0.08296071,-0.7193696,-0.95392686
0.031090055,-0.63605785,-0.5768447,0.23813996,0.15951248,0.13111286,0.28876343,2.0145051,-1.6342888,-0.83466184,-0.23473395,0.9320509,0.6561216,0.23258176,0.95037365,-0.9780481,-0.4669862,-0.64790624,0.6490173,-0.64908093
0.48642763,-0.48592457,0.21141502,0.08161731,-0.06984063,-0.14899659,0.5524487,1.3770205,-1.1694561,-0.0038925908,0.0104526235,1.1165559,0.72935927,-0.47941533,1.1859443,-0.42412156,-0.2592258,-0.33180463,-0.09400448,-0.9920407
0.28516695,-0.7786526,-0.8540331,0.34002244,-0.13872507,0.0030346948,0.6079943,1.8129758,-1.5706668,-0.7951314,-0.1269188,1.1248614,0.3888968,0.3216388,1.1232414,-0.962108,-0.30643037,-0.5030407,0.26171574,-0.7086103
-0.9395149,-0.11806588,0.08597533,0.007268103,0.018282741,-0.45084533,0.6458006,1.0119789,-0.6471084,-0.25942758,0.010609389,0.7539795,0.057965208,-0.24976523,0.3104608,-0.6097137,0.080100745,-0.89847296,0.25179774,-1.8121699
-0.3363546,-0.3201827,-0.009003121,0.17640169,0.32899797,-0.07767842,0.3933013,1.0654823,-1.1424323,-0.3858748,0.8065914,1.081443,0.046366606,0.09232575,0.7114758,-0.23284593,-0.10654858,-0.24532087,-0.1086745,-1.3585349
-0.91823214,-0.41574678,-0.1207089,0.2456637,0.50409687,-0.7564825,0.43447056,1.0787754,-0.9770475,-0.25363773,0.5143781,1.144792,0.20037441,-0.23858914,-0.1607817,-0.6046544,-0.16614892,-1.3504333,-0.123614244,-2.4499617
-0.66135293,0.3375184,-0.3942492,0.63712347,0.2496654,-0.48821935,0.30973947,0.4745037,-0.6993941,-0.17563532,1.4708691,0.8215682,0.20563853,-0.5421238,1.2379004,-1.1654059,-0.2327835,-0.13873291,-0.09029497,-0.82512295
-0.93030673,0.28043208,-0.24674366,1.1794543,0.061394464,-1.0504942,0.026417192,1.0506525,-1.0569849,-1.6465838,0.7156766,0.8796422,0.44182155,0.6760268,1.2214519,-0.75901955,-0.5990586,-0.28400722,0.6536991,-0.7341347
-0.4627653,0.110395506,0.3897814,0.88144743,0.06323495,-1.0693694,0.33032635,0.5880644,-0.64938146,-0.66146964,0.96757823,1.1327527,0.49957523,-0.056267273,1.4085978,-0.39681226,-0.35278192,-0.051723074,-0.20315109,-1.1803079
-0.40951923,0.08998035,-0.70310533,1.2538767,-0.20146629,-0.9777712,0.2187948,0.8717519,-1.0243837,-1.4283615,0.9478722,1.0685335,0.44349533,0.88486415,1.3399934,-0.8023841,-0.5685161,-0.27301437,0.3824083,-0.72213936
-0.9703762,-0.02983283,-0.45204952,0.19276263,0.63704836,-0.22189194,0.7539564,2.0552716,-0.8780149,-0.11776098,0.23427902,0.8319648,-0.417978,-0.59622675,0.53659457,-1.1834592,-0.12968394,-0.3551209,-1.0178065,-0.16850185
-0.3575833,-0.23464394,0.0569764,0.2710865,0.3159881,-0.06422846,0.3565108,0.9549619,-1.241652,-0.4157846,0.80284107,0.9950722,0.15298651,-0.077822074,0.66419333,-0.37449566,-0.073587514,-0.40542814,-0.092241615,-1.4023505
0.54113466,0.29142144,-0.38953432,0.45574546,0.107516885,-0.8203278,-0.39400113,1.6927745,-1.2649692,-0.4608671,0.20183027,-0.6474802,0.3667245,1.5832595,-0.2042503,-0.5559309,0.1634218,-0.9635886,-0.80684984,-0.7108779
0.6570401,-1.0172304,1.7032554,-0.1784453,-2.3721156,0.004334611,-1.2664527,1.2328959,0.9308576,-0.8567461,0.5205888,0.6937123,-1.0219742,1.3140956,0.27831644,-1.7986581,1.7053778,-1.505885,-0.8786519,-0.83797234
0.8952752,-0.11061047,0.13487044,-0.52256256,-0.16720206,1.358967,-1.322599,0.41833797,0.33816382,0.38245007,1.4256092,1.0582124,0.33457595,-0.097199805,0.5872738,-1.4129602,2.034998,-0.36243778,-1.9299666,-0.91174686
1.1116027,-0.1514226,1.1139416,-0.0064089056,1.0862142,-1.8812662,0.3593832,2.058809,-1.6841265,-0.060633477,1.8936062,0.287654,0.4399861,1.0201913,2.0098577,0.7560643,-0.22071537,-0.6236712,0.31515053,0.15488195
1.0821998,-0.041903086,1.0564264,0.019426141,1.0835136,-1.6962296,0.2631908,1.8634901,-1.503509,-0.18034072,1.8224068,0.31262314,0.46618772,1.1075516,1.9539905,0.4854226,-0.2743527,-0.53269297,0.3425346,0.40521905
2.363081,-0.6698118,0.47365937,-0.5519697,0.7438657,-1.1285639,-1.0223421,0.9803003,-0.31823176,1.5125153,0.3595583,2.3934495,0.99733,0.42823628,3.042127,-1.0702169,1.4258158,0.40972573,-0.9807645,-1.1832803
-0.6813876,-0.1744403,0.025832994,0.20022288,-0.47621104,-0.5231444,-0.035203096,0.8013094,-0.41894367,-0.69531894,0.86025345,-0.85891074,-0.23051897,0.79874504,0.25637913,-0.43013355,0.41427246,-0.99757725,-1.5751439,-0.6680591
-0.29191488,-1.1021011,0.057365045,-0.0066224243,0.5138589,-0.07546584,0.2016299,0.020498835,-0.15750575,-0.87502366,0.6476717,-0.74398834,0.26071194,0.935533,-0.06134254,-0.20918325,0.7563088,-0.017329523,-0.501438,-0.01760292
0.01696345,-0.18269052,0.46432045,0.6185359,0.32610294,-0.19665201,-0.0055874023,0.16664578,-0.3362673,-0.38463202,0.24506454,-0.24205415,0.11144382,0.019114679,0.088292874,-0.18332781,0.67541414,-0.025128502,-0.009097703,-0.46150512
-0.02240596,-0.13328843,0.49864507,0.5783337,0.28832543,-0.1901595,0.027973767,0.24934076,-0.37490347,-0.3323452,0.2186826,-0.16079834,0.13753048,0.010548281,0.11439836,-0.14168397,0.6398295,-0.0042322273,-0.04768331,-0.4769425
0.026292467,-0.16343711,0.50089014,0.6453282,0.37340462,-0.19103041,-0.03137468,0.114389285,-0.29844528,-0.44808018,0.21170649,-0.18691806,0.1252999,-0.0073272698,0.06405404,-0.18515995,0.63134754,0.025587102,0.030452175,-0.3944908
0.2616306,0.43031043,1.4813551,-1.0592316,-0.13343394,-0.65111184,-1.2593685,1.613801,-0.9047962,0.38455695,1.9999472,0.042236857,0.75518364,-1.5104455,1.1516058,0.015855573,2.3273084,-2.364618,-1.5472454,0.91628635
0.74974823,0.5513151,0.10023628,-1.117003,0.595859,0.57531106,-0.31437063,0.4956763,-1.6621145,0.032582264,1.4608543,0.21725364,-0.24110314,-0.3856525,0.85706615,-0.16815348,1.4064769,-1.2323987,-1.9707353,0.17047656
0.35476437,0.13059184,-0.8980626,0.12120813,-1.2389358,-0.23015651,0.78756547,0.53812194,-1.0672681,0.8756951,1.85657,0.6454813,0.34418243,1.0133414,0.47373322,1.007569,0.27596855,-0.92393917,-1.7268797,-0.45242897
-0.8297576,-0.10183321,0.16434845,1.0659833,0.41000038,-0.15078978,0.82294476,-0.20386684,-1.0695741,1.0041311,1.3001678,-0.71993387,-0.67947274,-0.5760243,0.36886993,0.19235481,0.8170311,0.4031806,-0.94980484,-0.22505473
0.6418336,-0.49971434,-0.2796444,0.85285836,-0.32603252,-0.757257,-0.13188164,1.5067155,-1.8210834,1.1196185,0.338026,-0.82688326,0.29834002,-1.1285461,1.270975,-1.1973351,0.66892594,-0.38130543,0.06696659,-0.2859711
-0.31394774,-0.38239127,0.39279202,0.7843017,0.010053158,-0.64145386,0.060156826,0.28990337,-0.76310587,0.3866768,0.400034,-0.09912489,0.15898494,-0.12165327,0.589279,0.07935252,0.674354,-0.44101912,-0.41409168,-1.3623892
0.40510178,0.102678515,0.4203798,0.4551599,0.5593435,-1.3383874,-0.050260283,0.54543453,-1.3948321,0.35601985,0.45765063,0.19896978,0.17704381,-0.08973526,0.6129258,0.058371034,0.8754535,-0.5661113,-0.29852372,-0.11044
-0.046276532,0.4942118,0.20884103,0.39878628,0.74839675,-1.0602149,-0.34995088,0.451191,-1.4388598,0.2507947,0.74660796,-0.031675126,0.04554555,-0.538071,1.1328018,0.22976978,0.9013322,-0.651401,-0.2795018,0.050672367
0.097289145,0.43040612,0.6699973,0.90286064,0.65587205,-1.6778535,0.123047166,0.5107532,-1.4591404,0.48321,0.13198057,0.4522897,0.32903245,-0.70416963,0.4939086,0.09881499,0.98113906,-0.8262734,-1.1487756,0.6806207
0.093716174,-1.0154518,0.18804613,1.9908309,-0.328733,0.2717319,0.5039655,1.6429062,-1.2779135,1.3114225,0.12823148,-0.4533778,-0.050513115,-0.60795456,0.9341458,-1.0888538,0.8200839,0.26825523,-0.41057023,-0.10693413
0.18653058,0.07113521,0.41351604,0.4702684,0.43099922,-1.0600007,0.098387435,0.05148943,-0.9819081,0.819995,0.32650688,-0.01802786,0.10164372,0.014385552,0.7584896,0.21055686,1.3381038,-1.0703512,-0.80528903,-0.31462517
-0.38640517,0.09228532,-0.01089628,0.8485048,0.83894145,-0.12120212,0.91008264,1.125677,-0.97090167,1.1776936,0.7444967,-0.45244533,-0.733254,-0.9856904,0.31474468,-0.98008937,1.1569266,-0.3388918,-1.235784,0.3641015
0.40938386,0.2045759,0.39933246,0.7491797,0.90659565,-1.6462252,0.053219754,0.6441596,-1.7795103,0.5410036,0.56419885,-0.14307305,0.038898624,-0.8078091,0.92421407,-0.031595334,1.1624291,-0.64719486,-0.3574869,0.4742673
-0.65049314,-0.7763649,1.0659661,0.8138168,-0.08491654,-0.57329434,-0.68109506,0.7338678,-0.00045805465,0.018657535,0.07139486,0.527471,0.95799506,-0.48055747,0.15305877,0.24029262,0.26111346,-0.08898875,-0.88171583,-1.4744885
0.18934107,-0.76376605,0.69961524,-0.05074082,-0.56764287,-0.88833654,-0.7457433,0.5005732,-0.813723,-0.26123795,0.656871,0.84004444,0.44587347,-0.750513,0.17720027,0.3965506,0.9751021,-0.046239424,-1.0581471,-0.19996741
-0.5025743,-0.6642108,0.63922143,0.7984011,0.325518,-0.2535845,-0.19619672,0.24255581,-0.34843183,0.034692433,0.5631937,0.008361464,0.72649527,-0.082040966,-0.07377605,0.5806741,1.3532455,-0.2672277,-0.5695859,-1.0414041
-0.23518507,0.41316155,-0.1819435,0.2231858,-0.42350802,0.1515677,-0.0801375,0.82690805,-0.7242744,-0.7330075,0.9408938,0.0077925026,0.78581995,-0.1195184,0.35906482,-0.033367183,0.26075497,-0.19692515,-0.4325461,-0.20031485
0.08202603,-0.69232583,-0.15572356,0.7194363,0.17650324,0.111285776,1.1676797,0.36066222,-0.30033278,-0.8316729,0.99328315,-0.0096385665,-0.28927797,-0.19067119,0.15478303,1.0909545,0.63268447,-1.2844565,-1.0449036,-0.6043169
-0.8359194,0.34684694,0.47003874,-0.02750167,-0.96893775,0.022375828,0.2535831,0.91219217,-0.70283943,-0.95718855,-0.06623875,-0.77513206,-0.090329655,0.95587903,0.7681268,-0.31535763,0.054759733,-1.670982,-1.216433,-1.5121921
0.55055475,-0.26100892,0.43139789,0.07603372,0.32616538,-1.6197101,-0.018393535,1.5313945,-0.29990157,-0.9314577,-0.75449383,0.19785857,1.1935405,0.29417711,1.7516166,0.01681245,0.45939007,0.18344931,-0.56515366,-0.6223695
-1.2873468,0.6883012,0.5558883,-1.3877344,0.1087733,0.59172267,-0.49833795,0.32726285,-1.5434397,-0.25509202,1.5933726,0.3751583,0.7347121,1.7291113,1.4672637,-0.041218005,2.3319132,-0.68207324,0.56478995,-0.4366595
-1.1218711,-0.42920333,0.9087558,1.4756123,-2.0980492,0.06264002,0.62736225,-0.02355868,-1.3161544,-0.6836349,0.6164176,0.49248898,0.3636112,-0.4249886,0.72176564,-0.29863647,0.49265754,-1.6687578,0.64442736,-1.7101845
-0.43627787,-0.4200535,-0.27530828,-0.34371763,0.11569005,0.52368873,0.42798808,1.0166516,-1.3980653,-0.6158807,0.17559496,-1.5583417,0.25388494,-0.43025222,0.6577256,-0.031264257,0.06575706,-2.0175178,-0.92633086,-2.2627616
-0.9271048,-0.0465864,-0.36487606,1.145299,-0.68732315,0.36666498,0.3391374,1.795197,-1.664609,-0.96832836,-0.564151,-1.9270877,1.3128066,0.29130456,0.21388344,0.53140974,0.82159805,-0.985278,-0.4906259,-2.0194209
-1.2214612,-0.9226325,-0.888061,0.17636403,0.11295653,0.4992653,0.8947727,1.4470453,-1.6477126,-0.97361124,0.14144334,-2.198865,0.9117759,0.119013585,0.3367768,0.08035853,0.36706683,-1.3529619,-0.70304185,-1.1197692
0.16196682,-0.7137179,-0.08820212,-0.30635953,-0.2744887,0.29068056,0.75839347,0.20149928,-1.0763237,-0.8844585,2.1827326,1.5225837,0.065307185,0.96390706,-0.17755646,-0.34587792,1.6982546,-0.75450844,-0.4783255,-2.0908144
0.8997375,0.6735866,-0.012109847,0.24824797,-0.016539283,-0.060168605,-0.4050687,1.684641,-1.2278461,-0.6275932,0.5754944,0.41432178,0.62092966,0.4697917,0.5407803,-0.8241447,0.2757667,-0.49124974,0.038820893,-0.16015083
-0.17203975,-0.47121057,0.37126413,0.37585342,0.5198888,-0.14128451,0.03720597,0.1655834,-0.452332,-0.6691399,0.4829805,0.16644858,0.24078515,0.18027656,0.30383953,-0.09159706,0.678691,-0.25483876,0.03366014,-0.7671152
-0.19738127,-0.48212758,0.452198,0.36402985,0.5099703,-0.050220657,-0.04241782,0.092766464,-0.37939423,-0.7824681,0.5685905,-0.02801703,0.13352261,0.38930228,0.256461,-0.25259712,0.790463,-0.24280116,0.06650479,-0.74066436
-0.20629351,-0.45379838,0.4651621,0.47643742,0.5859989,-0.18037899,0.08897637,0.13476785,-0.40108666,-0.66438127,0.4704054,-0.055316065,0.23052494,0.29203457,0.19244966,-0.24292119,0.76227236,-0.13879144,-0.058920134,-0.82217044
0.32026517,-0.3463622,0.019390149,0.07606799,-0.9664751,-0.23678544,0.0016168491,0.3244236,-1.2061545,0.008820772,0.9741971,0.03179177,0.3392058,1.3517921,0.27257714,-0.41314873,0.60080826,1.2723899,-0.8847431,-0.98474723
0.4524488,-0.35318258,-0.093190774,0.029685428,-1.0018647,-0.043756906,-0.026117723,0.4072563,-1.1568449,-0.032930404,0.962574,0.13334815,0.3797329,1.4875543,0.12845649,-0.40330523,0.73405266,0.98990226,-0.985369,-1.0860358
0.8946255,0.120843686,0.123621225,0.14155506,-0.38879496,-0.22361498,-0.30079517,0.6419219,-1.4700884,0.05165033,0.32562166,-1.205944,-0.32598454,-0.011690413,0.5292935,0.32927957,0.7426371,1.0865005,-0.6509178,-0.3773064
0.88153166,0.12165791,0.12909533,0.21756887,-0.46583638,-0.1663312,-0.31256047,0.5205516,-1.543278,0.007966605,0.39794663,-1.1580379,-0.3694483,0.09727269,0.45015302,0.34925595,0.6137184,0.92871845,-0.57157576,-0.46287274
-0.6222456,0.8777515,3.2545497,-1.1305153,-0.995984,-0.12396559,-0.37821478,1.420702,0.24552007,-0.46811754,1.0041323,0.760929,-0.31132054,1.2378367,-0.17054445,1.7803493,1.2233585,-1.2152766,-1.2721293,-0.9419834
-0.16213883,0.4823387,-0.23791273,0.20305978,-0.42959434,-0.11787609,0.06956544,0.20327078,-0.7438074,0.20359153,1.2569472,0.24863927,0.8211389,0.35983786,0.43520427,0.90105766,0.18363978,0.1580625,-0.5410021,-0.12529889
-0.52575845,-1.0390747,-0.11174076,0.21705604,-0.310176,0.1727137,0.28305513,0.76668966,-0.5978969,-0.23270158,0.27466333,0.42693365,-0.55306125,0.12845932,0.106459394,0.2762797,0.7155251,-1.2330564,-1.1629553,-1.5499808
0.71975327,-0.19412346,0.2830182,0.22009236,-0.19471204,0.035272576,-0.4518441,0.34462538,-0.39707842,0.45833367,1.0460947,1.0034825,-0.042523723,0.3606172,0.2113056,-0.6315578,1.4969736,-0.8990356,-0.8987682,-0.8488285
-0.1413949,-0.141785,0.99853873,-0.38984513,-0.025299914,0.11859965,0.90599936,0.51727,-2.540888,-0.44940573,0.3243389,0.44740024,-0.032290578,-0.18532166,0.32441825,1.4339105,-0.08289556,-1.428594,-0.4634009,-0.7356436
-0.10360535,0.08030305,0.0074006068,-0.9139868,-0.11211032,0.27445364,-0.5863374,0.7875683,-1.1790085,-0.25895965,1.4110475,-0.17750551,0.29497707,1.1662128,0.81362116,0.1947837,2.0830214,-1.0014923,0.22691762,-0.24607453
0.34859705,-0.62402666,0.79644233,0.41721034,-0.20933843,0.849138,0.36202812,0.21592227,-1.7164526,0.4675416,0.3852976,0.761835,0.21126471,0.08570351,1.1591678,-0.07300934,0.54280305,-0.26164865,0.2925822,-0.01086212
0.36864278,-0.425153,1.1485096,1.1074294,0.031029573,0.6059396,0.02265145,0.05583569,-1.7979676,0.0982379,0.5840563,0.15138339,-0.09812915,0.13417634,0.80733293,-0.39747614,-0.17210087,-0.28724414,-0.14314932,0.11601734
0.21922792,-0.4627448,0.93417,0.38459337,-0.17166117,0.44194198,0.31294852,0.2720131,-1.6907735,-0.05641685,0.34311393,0.40375522,0.08929983,0.29545373,0.74173844,-0.25718322,0.08366958,-0.5445783,-0.66522926,0.5063764
0.41630742,-0.23927957,0.73029935,0.46949318,-0.5696093,0.51209956,0.0071820696,0.16447105,-1.6134903,0.2475143,0.5904763,0.39205974,0.08211627,0.27096874,0.84622455,-0.36830667,-0.04162713,-0.08163046,-0.45241636,0.29718736
1.2281214,-0.43176714,1.0441362,0.71318984,-0.77320904,0.0038094802,0.48453042,1.07828,-1.2663534,0.26266247,0.77265626,-0.08241979,0.38281965,-0.24073738,1.3288304,-0.3450495,0.6011832,0.019082585,0.3917998,0.5928025
0.6065798,-0.43766522,0.25759682,-0.18261024,-0.49057204,0.28337917,0.9617288,0.6688339,-1.327108,0.37617382,0.5652923,0.5425846,0.68837386,-0.19961964,1.1781915,0.00048746107,1.257426,0.17201968,0.33449623,0.2742477
0.8457966,-0.27038574,-0.2957239,-0.38424683,-0.9090383,0.46106464,0.85982573,0.80035794,-0.9547675,0.55895966,0.31950423,0.37121314,0.48646054,-0.11817567,1.4298646,-0.30488598,1.4608142,0.42994112,-0.018800097,0.06482179
0.65995663,-0.26390937,-0.2148672,-0.40833557,-0.8749716,0.6476301,0.5916551,0.5680374,-1.2488844,0.6891828,0.74289507,0.38510135,0.627423,-0.21418057,1.2425761,-0.13109271,1.0936794,0.1589227,0.2782871,0.12592594
0.49704438,-0.23103566,-0.033945706,-0.14634974,-0.6860368,0.47943646,0.5513666,0.5580281,-1.2942923,0.59974045,0.47649014,0.89154553,0.77690977,0.04823398,1.1311777,0.058308978,1.0613468,0.10807886,-0.13566583,0.1966655
0.68686014,-0.34529784,-0.052195806,-0.23090857,-0.84241104,0.35418123,0.96850175,0.8775966,-1.1165608,0.3499559,0.57495683,0.42105994,0.6435961,-0.25807145,1.250594,-0.51678795,1.176171,0.108491935,0.32147753,0.1991012
0.69044393,-0.41709027,-0.2014695,-0.42436373,-0.6952257,0.4075323,0.88096094,0.7231469,-1.0438402,0.55345345,0.69569886,0.450388,0.58746064,-0.08647455,1.4673887,-0.11528318,1.2888336,0.16623355,0.2271151,0.20970425
0.756871,-0.6501394,0.21032616,-0.5066694,-0.9754715,-0.2558129,0.45443088,0.4829501,-1.1277752,0.8502348,1.2220532,0.4057142,0.1909876,0.107918486,1.9914708,0.19847819,0.44473872,0.18253185,0.24573858,-0.19710179
0.95001805,-0.4182252,-0.217421,-0.3324035,-0.6912352,0.3182017,0.9353894,0.6953339,-1.0578423,0.51765573,0.54692274,0.4954669,0.5544285,-0.32248175,1.3860865,-0.15908107,1.5959407,0.21438396,0.30537683,0.14679581
0.65236956,-0.2997803,-0.26909468,-0.1437133,-0.7360114,0.5137026,1.146073,0.6845308,-1.1887506,0.6724027,0.35689133,0.17397162,0.50260514,-0.08037799,1.4528421,-0.12783782,1.2486322,0.04700185,0.15215807,0.2374225
0.54193836,-0.72804624,-0.12091129,-0.10841972,-0.8394499,0.49478275,0.5861109,0.6803665,-1.1943394,0.732886,0.5918948,0.71846443,0.55329084,-0.32759404,1.4124516,-0.034579564,1.1912016,0.2172878,0.1621541,0.043337043
1.2810969,-0.6150214,1.0738432,0.65166056,-0.7853424,0.08281052,0.47715536,1.0350478,-1.5672815,0.11417892,0.83355546,0.28180477,0.20938228,-0.044881962,1.4456601,-0.6441325,0.7519209,0.070337474,0.12998584,0.53572476
0.93989974,-0.5361824,0.9681297,0.6868612,-0.5606024,-0.37223667,-0.825904,0.3290959,-0.9901688,0.16504627,0.50646096,0.8381453,-0.30740088,-0.37238577,0.42308635,0.06706228,0.5023244,-0.18057884,-1.3757082,0.86863565
0.71146697,-0.85930765,1.2789662,0.7015465,-0.38110855,-0.079188466,-0.47851908,0.5456256,-1.2612264,-0.075270966,0.39546534,0.73319054,-0.013827551,-0.55905277,0.11005889,-0.016342895,0.3495556,-0.48315966,-1.2226802,0.97092915
0.6697887,-0.59893924,1.3497736,1.2621907,0.08397645,0.21395947,-0.4254279,0.3959709,-1.3024217,-0.027486144,0.53332174,0.28077477,-0.09315101,-0.38409126,0.65798205,-0.003822401,-0.054865047,-0.36500132,-0.36028716,0.56812495
0.4707147,-0.98805445,0.9172536,-0.012295501,-0.53548074,0.13323548,0.57665944,-0.0280755,-1.7280246,0.6076834,1.1486732,0.716628,-0.1805745,0.20724413,1.6460788,0.17515396,0.47044504,-0.14213413,0.5529544,-0.18209234
